部門名,米,耕種農業（米を除く）,畜産,農業サービス,林業,漁業,金属鉱物,石炭・原油・天然ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,その他の食料品,飲料,飼料・有機質肥料（別掲を除く。）,たばこ,繊維工業製品,衣服・その他の繊維既製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,石油化学基礎製品,有機化学工業製品（石油化学基礎製品を除く。）,合成樹脂・化学繊維,化学最終製品,石油製品,石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器,その他の窯業・土石製品,銑鉄・粗鋼,鋼材,鋳鍛造品,その他の鉄鋼製品,非鉄金属製錬・精製,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車（二輪自動車を含む）,自動車部品・同附属品,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,公共事業,その他の土木建設,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務,教育,研究,医療,保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃貸サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,行和,感応度係数
運輸附帯サービス,0.003708302,0.00552117,0.003036957,0.002829444,0.003455324,0.005278654,0,0,0.024753866,0.003435233,0.003190352,0.003312469,0.002509718,0.001660494,0.002475675,0,0.001580718,0.00229536,0.003890091,0.002817777,0.002338401,0.001966305,0.002817661,0.002208375,0.002054328,0.000908114,0.000797669,0.002176687,0.002000588,0.000337486,0.002555623,0.001573344,0.00165748,0.002864871,0.004179833,0.007835399,0.003057195,0.00320219,0.001566666,0.001206472,0.002465254,0.002303392,0.001896699,0.001909159,0.002917234,0.002588287,0.002116944,0.001751631,0.002261297,0.001799884,0.001340845,0.002528993,0.001287401,0.0016423,0.002054681,0.001043864,0.001692827,0.000908816,0.00118828,0.001007496,0.000590936,0.007236552,0.009111369,0.004673264,0.00421861,0.005395093,0.003407881,0.001947773,0.001942164,0.002252536,0.003923785,0.00755697,0.005195677,0.002252705,0.001493982,0.001345884,0.000511903,0.014855882,0.016705016,0.07363417,0.051470816,0.17933736,0.017224504,0.002737361,1.006629549,0.003235276,0.002241595,0.003026957,0.003313171,0.002294242,0.004815057,0.002438488,0.002123411,0.002691603,0.001605616,0.001599329,0.001939331,0.002042503,0.002833914,0.004808851,0.003486553,0.001473982,0.001952346,0.031242147,0.003777261,0.002076836,0.006584643,0.004699141,0.002642151,0.008742494,1.69310021,1.256074638
郵便・信書便,0.000205072,0.000238574,0.000243311,0.000359442,0.000224554,0.000343192,0,0,0.000533459,0.000320895,0.000284701,0.000157566,0.000260261,0.000254184,0.000186243,0,0.000232337,0.000910657,0.000255929,0.00048186,0.000298149,0.000313288,0.000307296,0.000474528,0.000337507,7.97306E-05,0.000132945,0.000209358,0.000776305,4.30148E-05,0.000277883,0.000421133,0.000326285,0.000200628,0.00031437,0.000383326,0.000368482,0.000324726,0.000180438,9.96092E-05,0.000282448,0.000196032,0.000327862,0.000241784,0.000367889,0.000386269,0.000283911,0.000388583,0.000356865,0.000310358,0.000327151,0.000327345,0.000277294,0.000578076,0.000243672,0.00037083,0.00029014,0.000200764,0.000248765,0.000190846,0.000376025,0.000387227,0.000654212,0.000376805,0.000664325,0.000588181,0.000502974,0.000758575,0.001462283,0.001276088,0.000583953,0.000848191,0.001082054,0.003981232,0.000568487,0.000746272,0.000276497,0.000755715,0.000376685,0.00048079,0.000928074,0.000665785,0.000996057,0.000856088,0.000738912,1.000095185,0.004248975,0.001936174,0.000327405,0.00325317,0.002906762,0.002419554,0.000683267,0.002739582,0.000414314,0.003330173,0.003387552,0.000454048,0.003242459,0.000750286,0.0010905,0.000508463,0.000682589,0.000856214,0.000928638,0.000662239,0.000720095,0.001372133,0.000274135,0.001065845,1.076839367,0.79888397
通信,0.002467377,0.003129109,0.002381371,0.00461603,0.002227877,0.005844452,0,0,0.004757579,0.003934426,0.004976964,0.002280825,0.003803936,0.002381883,0.002454741,0,0.002314298,0.004690046,0.003359782,0.004989243,0.003063105,0.003781146,0.004166132,0.004799983,0.003632695,0.000829256,0.001363915,0.002123268,0.012984736,0.000460046,0.003902861,0.003587423,0.005322002,0.005725016,0.003384988,0.004498978,0.004028063,0.003790739,0.002007398,0.001019057,0.003443052,0.003312385,0.003340414,0.002857961,0.004342797,0.003381333,0.004360212,0.003895918,0.003986361,0.003204559,0.003370234,0.003758039,0.003712003,0.007000972,0.003007899,0.004320811,0.003221627,0.001911118,0.002653123,0.002847559,0.001872619,0.004157546,0.00407494,0.00350651,0.019028865,0.009311871,0.008002323,0.003010881,0.003397784,0.010583039,0.005756004,0.01779149,0.016721961,0.016159455,0.007330859,0.008394508,0.002031456,0.007020568,0.004412512,0.004942025,0.026161689,0.006148944,0.006678083,0.006313649,0.008809351,0.006408644,1.190546163,0.047129131,0.011365681,0.137422158,0.013742251,0.009158734,0.002350599,0.016753693,0.00448896,0.006317293,0.0164766,0.0029124,0.019436251,0.005092219,0.020965043,0.005135997,0.007592481,0.008829076,0.011687453,0.008167976,0.005251876,0.005931222,0.004934535,0.039651151,2.026375641,1.503324513
放送,0.000377378,0.000534137,0.000342926,0.000734885,0.000315889,0.000516195,0,0,0.001172815,0.002106083,0.000858674,0.000338958,0.002238502,0.006937006,0.000407151,0,0.000353559,0.00116282,0.000493866,0.002050314,0.001148856,0.000764487,0.000562564,0.000839284,0.00105251,0.000158847,0.000172009,0.000375528,0.005600298,8.71735E-05,0.000347554,0.001069062,0.00143338,0.001932561,0.000821304,0.000662292,0.001619055,0.000691154,0.000208922,0.000201209,0.000456613,0.000338692,0.000399676,0.000478649,0.000563476,0.000512335,0.001048564,0.000804251,0.001001561,0.001475833,0.000714762,0.000972762,0.002211234,0.001169346,0.000596925,0.001581958,0.001075438,0.001739395,0.000799057,0.000384377,0.000364964,0.001288666,0.000653918,0.000897476,0.000569044,0.00088805,0.000711074,0.001009869,0.002045724,0.001453631,0.000619356,0.001327262,0.00346437,0.005964785,0.00377921,0.003137516,0.000401103,0.001448946,0.001085851,0.001128612,0.001849234,0.003096498,0.001506922,0.000984535,0.003024624,0.000493923,0.004678772,1.039067151,0.003659726,0.006983096,0.007551036,0.000775628,0.000922792,0.000954649,0.000870377,0.002575118,0.00108415,0.001015579,0.001918247,0.002089464,0.260000587,0.000857097,0.002792506,0.002301339,0.008250264,0.008084464,0.004746512,0.002124046,0.000588285,0.001609582,1.467709741,1.088862295
情報サービス,0.00212859,0.003079351,0.003544092,0.003854696,0.001087659,0.002710181,0,0,0.004098292,0.004619079,0.004109129,0.002106501,0.003853487,0.005065498,0.003967851,0,0.003828714,0.003883179,0.003311867,0.006353392,0.004997197,0.003686237,0.004510234,0.006591833,0.005192845,0.002067324,0.002919618,0.005578168,0.010052023,0.000438545,0.002505299,0.004046097,0.006343682,0.002122204,0.005174235,0.004642034,0.008109765,0.00650731,0.00300747,0.001317373,0.005267286,0.00419183,0.005063814,0.003657102,0.004372949,0.003749742,0.004092009,0.009075225,0.004345673,0.00610972,0.008352868,0.009997989,0.002419377,0.01017451,0.006586415,0.011592484,0.026206711,0.002617206,0.003056888,0.00313487,0.002284012,0.004842192,0.002909893,0.003535309,0.003250978,0.004650398,0.004729245,0.010791017,0.005770446,0.026718523,0.003746078,0.011053883,0.015830918,0.029114635,0.010398003,0.004708874,0.001961891,0.003223433,0.004391576,0.005542347,0.006115942,0.009104176,0.006027906,0.010433666,0.017017386,0.003178398,0.02538516,0.010287323,1.019064653,0.053495054,0.016209952,0.010585603,0.00279142,0.016510055,0.006423554,0.014585428,0.012151009,0.002402233,0.020984378,0.009913839,0.010946702,0.003021627,0.010435024,0.009429202,0.004154782,0.002289024,0.006528483,0.005784392,0.003620272,0.007773695,1.781579707,1.321715674
インターネット附随サービス,9.94225E-05,0.000122896,9.22959E-05,0.000120826,6.05924E-05,0.000117821,0,0,0.00018911,0.000242198,0.00013913,9.31472E-05,0.000214387,0.000269871,0.000110572,0,7.74051E-05,0.000211158,0.000134285,0.000218233,0.000154857,0.000123526,0.000116553,0.000136962,0.000171408,3.19803E-05,4.60589E-05,7.07914E-05,0.000539149,4.4038E-05,7.95184E-05,0.000152317,0.000218791,0.000155268,0.000426512,0.000185996,0.000166225,0.000140716,5.83922E-05,4.32966E-05,0.000147158,9.97996E-05,0.000107603,9.14016E-05,0.000162921,0.000122118,0.000213707,0.000144101,0.000185494,0.000340397,0.000214889,0.000171263,0.000141948,0.000640391,9.71994E-05,0.001085702,0.000145193,0.00015391,0.000129584,0.000444821,6.32634E-05,0.000295969,0.000137323,0.000153524,0.000212832,0.000180324,0.000122525,0.000119899,0.000132648,0.000244185,0.000128551,0.000498695,0.00143111,0.00075263,0.000284138,0.000427033,5.88393E-05,0.000208927,0.000289108,0.000269337,0.000295984,0.000245214,0.000386063,0.000319297,0.000332645,0.000243214,0.003348064,0.000833374,0.00173811,1.02029234,0.000838883,0.000251621,9.01086E-05,0.000336149,0.000112548,0.000226317,0.000305903,8.7903E-05,0.000326889,0.000223777,0.007646214,0.000409885,0.000798861,0.000217484,0.000241429,0.00020665,0.00025103,0.00018562,0.000199334,0.000707532,1.058124612,0.784999896
映像・音声・文字情報制作,0.000729466,0.000693377,0.000653545,0.001907821,0.00069618,0.001528896,0,0,0.001491615,0.001996912,0.001935453,0.000579151,0.002285529,0.003851421,0.001093545,0,0.000465393,0.002283879,0.001130922,0.002456946,0.001071823,0.001148093,0.001476068,0.002982639,0.001784572,0.000406029,0.000364536,0.000977967,0.004397683,0.000117485,0.001129585,0.001197152,0.001845279,0.002366398,0.00117972,0.001112857,0.002195752,0.001478747,0.000539238,0.00032589,0.000830232,0.000603445,0.001391692,0.000881929,0.001053759,0.001164056,0.001327039,0.001550366,0.001666091,0.001991217,0.0017218,0.001735801,0.002349785,0.00178443,0.001313857,0.002350417,0.002280591,0.001419043,0.00098863,0.000990346,0.001906663,0.00194897,0.001473363,0.001554799,0.001456773,0.001765045,0.001444914,0.00102547,0.001482217,0.002297148,0.001427095,0.001892256,0.003089926,0.005177733,0.002923484,0.002214172,0.000401861,0.001886853,0.00208629,0.001138764,0.002087364,0.002970916,0.002818349,0.002398254,0.002640811,0.003568672,0.01112233,0.109134181,0.007005858,0.006587737,1.026432699,0.003522034,0.003074776,0.006335264,0.001907089,0.002295036,0.00439444,0.001560044,0.011193967,0.002529735,0.122798109,0.000855064,0.003863444,0.003234676,0.003246564,0.00452719,0.0102801,0.003795667,0.000752851,0.00350457,1.492303678,1.107108008
公務,0.003271332,0.002821595,0.002435813,0.003729797,0.002413698,0.00323223,0,0,0.001183796,0.002497461,0.00078913,0.001630661,0.00061159,0.001542045,0.00063408,0,0.000293214,0.000785476,0.001795745,0.000746691,0.000583197,0.000614221,0.000614165,0.000335631,0.001007191,0.000128128,0.000188091,0.000534128,0.001227433,8.51458E-05,0.003093216,0.000515041,0.001090951,0.003248499,0.002715088,0.002588611,0.002442358,0.001744351,0.001268415,0.000339376,0.001780086,0.001012304,0.00082313,0.001678831,0.000623647,0.001035786,0.002207901,0.001359694,0.001830518,0.000589137,0.000564888,0.001055564,0.00091081,0.000673042,0.000661679,0.000969277,0.000914369,0.000293555,0.000366192,0.001602376,0.001005431,0.000554895,0.001032067,0.003374554,0.003393153,0.002571752,0.002978118,0.00110403,0.000694504,0.002453222,0.000545944,0.00132408,0.001870365,0.001123326,0.001954441,0.003819405,0.000272028,0.003741978,0.001510681,0.001023231,0.001528212,0.003792718,0.00179334,0.003218238,0.002657217,0.00028541,0.002572823,0.000847362,0.001282838,0.00281359,0.001192292,1.000548294,0.002497395,0.001669326,0.000692916,0.003417035,0.002122572,0.001212507,0.001266136,0.001559911,0.000748684,0.001617819,0.00230815,0.000755328,0.000805987,0.001314514,0.000562754,0.000768931,0.000586483,0.228067241,1.386583608,1.028676562
教育,0.000164518,0.000180527,0.000153988,0.000506414,8.10512E-05,0.000152232,0,0,0.00048502,0.000480573,0.000336127,0.000161731,0.000576618,0.000238926,0.000232286,0,0.000140872,0.000188954,0.000335872,0.00021308,0.000659304,0.000218997,0.000214985,0.000415557,0.000543732,0.000242383,0.000119083,0.000891313,0.000899443,3.00728E-05,0.00014584,0.000175444,0.000409451,0.000185065,0.00070321,0.000502247,0.002457098,0.000614856,0.000116176,6.38007E-05,0.001127858,0.000132154,0.00015573,0.000236432,0.000673494,0.000748181,0.000977126,0.000963983,0.000768183,0.001702165,0.00289175,0.001584001,0.003395068,0.001376476,0.00247092,0.002837802,0.000603881,0.000348675,0.000616736,0.000670164,7.79717E-05,0.000482472,0.000243829,0.000566694,0.000339802,0.000524725,0.000483573,0.001067081,0.000894963,0.000622895,0.000434153,0.000622205,0.00082224,0.000867857,0.000359256,0.000252843,7.4177E-05,0.006384879,0.000418722,0.000613831,0.000469908,0.00043845,0.00094502,0.000637794,0.000790844,0.00052586,0.010172319,0.001964592,0.004662213,0.013057832,0.002039106,0.000365666,1.000135397,0.00042886,0.000370753,0.000279824,0.000620269,0.000195641,0.000454396,0.0006373,0.003951899,0.000166183,0.00176232,0.00069861,0.000664679,0.001919755,0.000515692,0.000932442,0.000224285,0.000994209,1.10569391,0.820290535
研究,0.001155766,0.002006934,0.000887236,0.001131347,0.003673328,0.00279918,0,0,0.0019043,0.010025755,0.003898322,0.000962225,0.006019481,0.005388501,0.002434724,0,0.012801374,0.013990569,0.002926167,0.009484056,0.010079205,0.005507336,0.006294535,0.019621313,0.047904797,0.008776877,0.020449835,0.044188809,0.107706775,0.00182088,0.002189022,0.020979042,0.029022514,0.011495406,0.032421769,0.007305333,0.02261758,0.015253149,0.008045919,0.006799996,0.01092136,0.002609361,0.016967793,0.018559468,0.010629621,0.007471875,0.025800154,0.067837772,0.046813068,0.055431593,0.05842704,0.052543471,0.055949155,0.062693736,0.023282378,0.054614128,0.064138731,0.039849027,0.043092559,0.014849892,0.006115422,0.019912973,0.005225343,0.002198103,0.002091616,0.00373366,0.003530784,0.005505351,0.010283306,0.001385352,0.000694483,0.003324877,0.003296634,0.00140703,0.000726905,0.000755094,0.000207174,0.004021438,0.001779104,0.001795574,0.003029168,0.00238808,0.00244296,0.004070331,0.00195377,0.000373144,0.016379316,0.004997715,0.013911158,0.027669379,0.006612054,0.001018523,0.000550083,1.012788255,0.005218597,0.002818067,0.001192458,0.000737328,0.001182991,0.006303479,0.003851837,0.002544426,0.001141498,0.001123866,0.001191904,0.000751855,0.000813419,0.000839288,0.002279951,0.022328246,2.472944912,1.834624652
医療,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024941685,0,0,0.000813431,0,0,0,0,0,0,0,0,0,0,0,0,1.025755116,0.760985663
保健衛生,0.000991699,0.000601399,0.00087897,0.008437678,0.000144751,0.000253361,0,0,0.00014339,0.000439029,0.000318772,0.00097289,0.000221452,0.000181051,0.001121456,0,6.50896E-05,0.000153972,0.000205635,0.000158564,0.000228018,0.000259944,0.00018478,0.00030519,0.000190799,9.8213E-05,9.19962E-05,8.38511E-05,0.000292342,0.00028728,0.00034463,0.000147137,0.000161676,0.000260039,0.000290017,0.000357593,0.000332877,0.00033373,0.000202314,6.04976E-05,0.000352206,0.000209777,0.000339433,0.000332949,0.000156638,0.000159978,0.000182433,0.000136353,0.000171036,0.000122175,0.000119325,0.000141784,0.000143871,0.000122755,0.00020173,0.000139482,0.000130774,9.87703E-05,9.31373E-05,0.000149346,7.80049E-05,0.000163631,0.001454388,0.000219629,0.000259588,0.000234139,0.000236321,0.000533594,0.000841782,0.000974628,8.12716E-05,0.000177073,0.000240346,0.000435222,0.000198175,0.000263944,4.17888E-05,0.000344799,0.000111181,0.000205307,0.002628874,0.000363851,0.000146355,0.053549865,0.000947629,5.21979E-05,0.003272156,0.001283585,0.000143257,0.001631916,0.000587101,0.000400989,0.000186189,0.000220186,0.018226961,1.124238722,0.005692884,0.00255204,0.000198462,0.000117631,0.000528686,0.00013272,0.000208148,0.000182686,0.000400827,0.000128238,0.000196698,0.000203555,0.000254772,0.008454412,1.257532445,0.932936279
社会保険・社会福祉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
介護,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
その他の非営利団体サービス,0.000410764,0.000454006,0.000416113,0.001067292,0.000325458,0.006493081,0,0,0.002309814,0.001903015,0.001605737,0.000811538,0.000964353,0.002241171,0.000793012,0,0.000517177,0.002179293,0.001349417,0.001184504,0.001289762,0.002039758,0.001090834,0.00177859,0.007385921,0.000382275,0.000327761,0.001130475,0.002920365,0.000189447,0.001529022,0.000829939,0.002144195,0.001483015,0.00227029,0.00299036,0.001714396,0.001069143,0.000529729,0.000836147,0.001254074,0.001154512,0.000713118,0.000740151,0.000901838,0.001458456,0.002868227,0.002652348,0.00222433,0.001342931,0.001209946,0.000836441,0.000473339,0.001067614,0.001941157,0.000828848,0.001353307,0.000596317,0.00046923,0.001105477,0.00072446,0.001526374,0.002652636,0.00122362,0.00261769,0.001765905,0.001809326,0.001663048,0.004436129,0.011631888,0.002562439,0.000791314,0.001338044,0.003512204,0.001510535,0.001713743,0.000360053,0.001002543,0.002127115,0.001378137,0.002214485,0.001162847,0.001971856,0.006026087,0.003307912,0.000240312,0.002030618,0.0052938,0.001650346,0.002440195,0.003593821,0.000591102,0.000902776,0.003516126,0.001760915,0.002114356,0.000543736,0.000878766,1.000626951,0.00286105,0.004419048,0.001929304,0.002746553,0.002299364,0.002133903,0.001966711,0.011884102,0.002604596,0.000524903,0.002694783,1.207427358,0.895764392
物品賃貸サービス,0.013497883,0.014037828,0.013753727,0.016413057,0.011386564,0.008924079,0,0,0.064558695,0.010829437,0.009278871,0.008499206,0.009848236,0.008099989,0.005661625,0,0.007747206,0.008906617,0.013170543,0.013678412,0.006913313,0.006865962,0.016036555,0.00612789,0.015747735,0.003486831,0.003176101,0.003996422,0.006055619,0.000420578,0.03128585,0.007465145,0.007585484,0.006464516,0.008534179,0.023178905,0.008087592,0.015690474,0.006122155,0.003011362,0.009195917,0.006863924,0.007202123,0.00657333,0.007751228,0.008306312,0.00920179,0.011847527,0.009842777,0.016976936,0.008798482,0.013714128,0.006836001,0.00701725,0.008512889,0.00728556,0.005108513,0.006010935,0.005801929,0.009641603,0.006572062,0.017871923,0.057467792,0.023643462,0.018744211,0.054547663,0.05947391,0.009619371,0.010796667,0.008199264,0.013610512,0.020581444,0.02265849,0.011817353,0.00610699,0.005152578,0.001915625,0.005240335,0.008462065,0.113601599,0.007646802,0.089813165,0.017017604,0.011373713,0.010539277,0.003804191,0.01924087,0.022621389,0.01655255,0.078343823,0.014941,0.016762195,0.005348564,0.009736507,0.01115015,0.023446137,0.014657392,0.024339171,0.010258311,1.008485006,0.013053805,0.012418119,0.015442855,0.018437166,0.0063957,0.008425148,0.013522032,0.011499801,0.006484447,0.01584487,2.610718867,1.936836187
広告,0.00122263,0.001634165,0.001116895,0.002728633,0.001150586,0.001903174,0,0,0.004269443,0.007950276,0.003193979,0.001171456,0.008329525,0.026857528,0.001451518,0,0.00128185,0.004380678,0.001811535,0.007841886,0.004378357,0.002877308,0.001973619,0.003174802,0.00397053,0.000579127,0.000619256,0.001391056,0.021629087,0.000263182,0.001255792,0.004073173,0.005459288,0.007392108,0.003088117,0.00234863,0.006184184,0.002566737,0.000749559,0.000693766,0.00167494,0.001212283,0.001479219,0.001730861,0.002006104,0.001903536,0.003984826,0.002953121,0.003795959,0.005637754,0.002667156,0.003646362,0.008499944,0.004467672,0.002146354,0.00601767,0.004091718,0.006640021,0.003038583,0.001414511,0.001372914,0.004839799,0.002349394,0.003096803,0.001815405,0.003021412,0.002331826,0.003801205,0.00785405,0.005462396,0.001682987,0.00461707,0.011710045,0.022078456,0.014089842,0.011730355,0.001468398,0.005019228,0.003974503,0.00383353,0.006323397,0.011368909,0.00565994,0.003542921,0.009428233,0.001561523,0.017824286,0.019853334,0.013993498,0.026836758,0.02667635,0.002845621,0.003222247,0.003440984,0.00265575,0.009391494,0.003144067,0.002346278,0.006037908,0.007400725,1.009050147,0.002697923,0.010460051,0.004655839,0.009610317,0.009038773,0.008834374,0.007754422,0.002069533,0.005899437,1.591746691,1.180882641
自動車整備・機械修理,0.052212203,0.04271095,0.021092027,0.032790906,0.035418378,0.015793141,0,0,0.108248908,0.01756939,0.014907327,0.027874962,0.015535639,0.01095337,0.013152149,0,0.015949352,0.011980567,0.026277501,0.011199964,0.014095668,0.00808586,0.012317782,0.016889493,0.033247232,0.011410994,0.016375522,0.011764737,0.012332239,0.002090657,0.021616651,0.012684185,0.014630851,0.010026139,0.020157391,0.046275049,0.020062079,0.030523317,0.016437465,0.008494448,0.017881507,0.007996524,0.014058776,0.012493422,0.017133837,0.015439504,0.013103588,0.015228263,0.012136701,0.017464907,0.015496048,0.01177569,0.008498741,0.010578209,0.009432397,0.009116462,0.009422884,0.007317444,0.009108867,0.006654822,0.003238154,0.025193326,0.023392591,0.017393877,0.024895111,0.033402685,0.02395275,0.044935164,0.009401269,0.038858642,0.032305637,0.019212358,0.019611195,0.011369622,0.008648108,0.00667757,0.002461638,0.008166818,0.037341569,0.235163607,0.009329233,0.02354667,0.023405723,0.015913602,0.017374043,0.006661853,0.014485839,0.020730653,0.031310825,0.02189201,0.016013875,0.020408637,0.009734327,0.024477692,0.008384509,0.020651023,0.014041834,0.010681579,0.017760149,0.104950876,0.015761065,1.011832381,0.011344913,0.021621513,0.011020216,0.01579874,0.022642026,0.017304821,0.007330055,0.031693991,3.277249449,2.431320893
その他の対事業所サービス,0.007815905,0.008993221,0.007946854,0.018018684,0.005015281,0.011840692,0,0,0.02457907,0.018968176,0.02009228,0.007771758,0.021649288,0.012281673,0.011967175,0,0.011897374,0.02667824,0.013163477,0.023237639,0.011663397,0.01642483,0.028358099,0.01363558,0.030384146,0.005740281,0.009003965,0.0160311,0.029472397,0.002144084,0.01234609,0.023084337,0.016691898,0.022619465,0.039645544,0.040202946,0.017979003,0.030598734,0.007783302,0.004992735,0.016100668,0.011248966,0.010659887,0.014078604,0.019457705,0.019850846,0.027053011,0.029752388,0.026037304,0.026628666,0.025242536,0.025298193,0.026787634,0.024141921,0.029868329,0.032377597,0.034093007,0.016679923,0.017498122,0.010551649,0.012748533,0.02137145,0.024495001,0.067521244,0.027033444,0.096430229,0.030963507,0.029074908,0.024218054,0.088473243,0.026516386,0.040868489,0.057609348,0.065266549,0.08624501,0.046233552,0.006790796,0.026209908,0.018613618,0.028447446,0.028536857,0.037870822,0.045331875,0.09508246,0.107699035,0.010579915,0.091489676,0.084853983,0.112312244,0.137593908,0.045830179,0.047180503,0.025119279,0.083061062,0.038706521,0.042450352,0.038904474,0.024503339,0.060901149,0.049942228,0.071397231,0.02594679,1.081923349,0.023602079,0.021802354,0.026449217,0.025978274,0.03092151,0.013785309,0.04565383,4.474666193,3.319658626
宿泊業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.741878496
飲食サービス,5.47514E-06,4.99217E-06,4.49739E-05,6.96388E-06,1.59312E-05,9.98243E-06,0,0,1.76964E-06,5.37823E-05,6.71963E-05,2.76024E-06,0.008579667,5.42849E-05,0.000466688,0,4.99799E-07,1.18343E-06,3.86286E-06,1.18418E-06,9.34139E-06,1.59922E-06,1.12926E-06,5.48825E-07,2.16802E-06,1.98245E-07,4.34024E-06,2.39649E-06,2.35399E-05,1.38535E-07,4.59612E-06,8.28603E-07,1.66477E-06,4.81614E-06,4.43542E-06,3.83982E-06,5.16517E-06,5.78243E-06,1.88836E-06,5.05239E-07,2.64206E-06,1.49823E-06,1.2225E-06,2.49079E-06,9.32721E-07,1.54061E-06,3.27837E-06,2.03322E-06,2.72934E-06,8.96847E-07,8.70231E-07,1.58756E-06,1.36931E-06,1.01557E-06,1.01468E-06,1.45679E-06,1.37647E-06,4.51118E-07,5.59948E-07,2.39219E-06,1.49431E-06,9.50421E-07,1.53407E-06,5.0087E-06,5.02997E-06,3.80935E-06,4.40708E-06,1.63647E-06,1.03829E-06,3.64281E-06,8.20621E-07,1.9669E-06,2.77334E-06,1.66942E-06,2.89548E-06,5.64032E-06,4.0524E-07,5.52925E-06,2.24142E-06,1.54597E-06,2.28367E-06,5.67061E-06,2.66768E-06,4.76989E-06,4.33161E-06,4.27166E-07,3.8097E-06,1.29966E-06,1.92058E-06,4.17034E-06,1.97159E-06,1.17025E-06,3.70572E-06,2.72665E-06,0.005600837,5.08198E-06,0.005992469,0.019642853,3.11035E-06,2.31648E-06,1.15689E-06,2.39831E-06,3.42524E-06,0.00993234,1.005194809,1.97116E-06,8.95062E-07,7.99435E-06,1.13219E-06,0.000336271,1.056255503,0.783613244
